"sample_name","tax_id","tax_level","genus_tax_id","name","common_name","category","agg_score","max_z_score","nt_z_score","nt_rpm","nt_count","nt_contigs","nt_contig_r","nt_percent_identity","nt_alignment_length","nt_e_value","nt_bg_mean","nt_bg_stdev","nr_z_score","nr_rpm","nr_count","nr_contigs","nr_contig_r","nr_percent_identity","nr_alignment_length","nr_e_value","nr_bg_mean","nr_bg_stdev","species_tax_ids","genus_nt_count","expected_bg_count","p_val"
"RR057i_00108_M17_S269",694009,1,694002,"Severe acute respiratory syndrome-related coronavirus","","viruses",120263.359247857,100,100,0.694160803739435,10,NA,NA,96.8444,131.556,71.9471,NA,NA,100,11.4536532617007,165,NA,NA,96.5043,33,307.653,NA,NA,"",237446,0,0
"RR057i_00108_M17_S269",129951,1,10509,"Human mastadenovirus C","","viruses",9.20343139022357,4.99368678401985,4.99368678401985,0.416496482243661,6,NA,NA,99.65,146,86.9156,0.0171119,0.0799779,-100,0,0,NA,NA,0,0,0,0.0114153,0.0571766,"",6,171.242687945053,0.597084305655689
"RR057i_00109_C19_S291",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",2821259.90143514,100,100,142.538635432161,5616,4,5593,99.9817,10071.6,306.74,NA,NA,100,142.437112187551,5612,4,5593,99.9404,1894.58,307.653,NA,NA,"",5616,2.09520820664555,6.49662432402462e-232
"RR057i_00109_C19_S291",129951,1,10509,"Human mastadenovirus C","","viruses",27.3569961226125,6.90278327915973,4.86360705193815,0.406092978439204,16,1,8,99.613,178.25,93.891,0.0171119,0.0799779,6.90278327915973,0.406092978439204,16,1,8,99.7375,55.25,178.419,0.0114153,0.0571766,"",16,71.576054630757,0.421350887856279
"RR057i_00110_E19_S293",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",7045350.89455679,100,100,356.000205795587,8165,1,8139,99.9135,29755.2,306.719,NA,NA,100,355.6513997152,8157,1,8139,99.979,4395,307.552,NA,NA,"",8166,8.14910886622011,1.36933581955522e-91
"RR057i_00110_E19_S293",694009,1,694002,"Severe acute respiratory syndrome-related coronavirus","","viruses",9496.24553855223,100,100,0.0436007600484492,1,NA,NA,96.4,139,75.9586,NA,NA,100,0.915615961017432,21,1,10,51.2369,41.3333,102.798,NA,NA,"",8166,0,0
"RR057i_00110_E19_S293",129951,1,10509,"Human mastadenovirus C","","viruses",236.783334163119,12.7639212689043,11.7795643679802,0.959216721065882,22,NA,NA,99.425,131.05,76.3011,0.0171119,0.0799779,12.7639212689043,0.741212920823636,17,NA,NA,99.02,39.4667,307.653,0.0114153,0.0571766,"",22,278.388114150429,0.531168207596967
"RR057i_00110_E19_S293",12305,1,12304,"Cucumber mosaic virus","cucumber mosaic cucumovirus","viruses",-0.0017211684720607,-0.0986452080991397,-0.0998441934966838,0.0872015200968983,2,NA,NA,98.6,144,83.4849,2.51689,24.3348,-0.0986452080991397,0.0872015200968983,2,NA,NA,98.95,48,307.653,2.17265,21.1409,"",2,0,0
"RR057i_00112_I19_S297",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",10679158.2220556,100,100,538.876156072729,6803,3,6781,99.9928,16467.8,306.751,NA,NA,100,539.826694639961,6815,5,6790,99.7465,2599.99,306.847,NA,NA,"",6807,25.8786571520267,3.82532930069289e-26
"RR057i_00112_I19_S297",694009,1,694002,"Severe acute respiratory syndrome-related coronavirus","","viruses",27446.8011287962,100,100,0.316846189077013,4,NA,NA,97.375,123.25,67.6038,NA,NA,100,2.45555796534685,31,2,19,57.2641,31.0526,97.0028,NA,NA,"",6807,0,0
"RR057i_00112_I19_S297",2034156,1,2034156,"Watermelon crinkle leaf-associated virus 1","","viruses",194.632623436233,100,100,0.158423094538506,2,NA,NA,99.3,146,86.228,NA,NA,100,0.158423094538506,2,NA,NA,97.9,48,307.653,NA,NA,"",2,0,0
"RR057i_00112_I19_S297",1732176,1,1732176,"Hydrogenobaculum phage 1","","viruses",194.632623436233,100,100,0.158423094538506,2,NA,NA,97.7,132,73.9208,NA,NA,100,0.158423094538506,2,NA,NA,97.7,43,307.653,NA,NA,"",2,0,0
"RR057i_00112_I19_S297",51330,1,67753,"Cucurbit yellow stunting disorder virus","","viruses",232089.833498912,100,100,12.515424468542,158,7,62,99.763,205.344,123.656,NA,NA,100,10.6935588813492,135,7,62,99.6343,68.8519,179.69,NA,NA,"",158,0,0
"RR057i_00112_I19_S297",2500169,1,2500169,"Salmonella phage Munch","","viruses",172062.387232671,100,100,3.16846189077013,40,NA,NA,90.7259,93.6296,38.7741,NA,NA,100,19.08998289189,241,7,85,79.6254,53.4538,194.043,NA,NA,"",40,0,0
"RR057i_00112_I19_S297",2575254,1,2575254,"Salmonella phage 7t3","","viruses",39993.1735504206,100,100,3.01003879623162,38,1,4,91.5534,103.92,39.3105,NA,NA,100,1.66344249265432,21,NA,NA,78.1669,61.3077,139.249,NA,NA,"",38,0,0
"RR057i_00112_I19_S297",129951,1,10509,"Human mastadenovirus C","","viruses",23892.0271796459,59.3718624853155,55.2494469982105,4.43584664707818,56,NA,NA,99.7921,132.5,78.0278,0.0171119,0.0799779,59.3718624853155,3.40609653257789,43,NA,NA,99.469,39.5517,307.653,0.0114153,0.0571766,"",56,884.061150681361,0.553233738443525
"RR057i_00112_I19_S297",10665,1,10663,"Escherichia virus T4","","viruses",11962.930927236,100,100,0.633692378154026,8,NA,NA,99.825,146,87.2588,NA,NA,100,0.633692378154026,8,NA,NA,99.475,48,307.653,NA,NA,"",8,38.8675398366836,0.426783523592112
"RR057i_00112_I19_S297",2024340,1,186532,"Lactococcus phage 62606","","viruses",4752.69283615519,100,100,0.316846189077013,4,NA,NA,99.3,146,86.228,NA,NA,100,0.158423094538506,2,NA,NA,100,48,307.653,NA,NA,"",4,0.0969283801693852,0.000265951923221685
"RR057i_00112_I19_S297",334205,1,475861,"Nupapillomavirus 1","","viruses",3168.46189077013,100,100,0.158423094538506,2,NA,NA,100,146,87.6021,NA,NA,100,0.158423094538506,2,NA,NA,100,48,307.653,NA,NA,"",2,0.618014223158506,0.0797900442762857
"RR057i_00112_I19_S297",1136535,1,1720323,"Burkholderia virus DC1","","viruses",2430.96068975358,100,100,0.316846189077013,4,NA,NA,94.7,116.25,58.3722,NA,NA,100,0.23763464180776,3,NA,NA,94.1,41.3333,307.653,NA,NA,"",4,0,0
"RR057i_00112_I19_S297",12205,1,12195,"Papaya ringspot virus","","viruses",1654.34582803879,99,99,2.3763464180776,30,2,12,91.3885,199.15,79.7195,0.000671378,0.0066123,99,2.5347695126161,32,3,21,91.4326,65.9091,152.532,0.000671378,0.0066123,"",38,0,0
"RR057i_00112_I19_S297",12232,1,12195,"Zucchini yellow mosaic virus","","viruses",603.197303490472,100,100,0.633692378154026,8,NA,NA,98.7333,146,85.086,NA,NA,100,1.10896166176954,14,NA,NA,76.8314,43.3,184.48,NA,NA,"",38,0,0
"RR057i_00112_I19_S297",1982287,1,1982251,"Propionibacterium virus PHL114L00","","viruses",456.617006560346,100,100,0.633692378154026,8,NA,NA,90.925,145.5,69.0748,NA,NA,100,0.475269283615519,6,NA,NA,99.475,48,307.653,NA,NA,"",10,0,0
"RR057i_00112_I19_S297",12470,1,12137,"Lucerne transient streak virus","","viruses",81.1303553032213,100,100,0.158423094538506,2,NA,NA,95.3,128,67.0757,NA,NA,100,0.158423094538506,2,NA,NA,100,42,307.653,NA,NA,"",2,0,0
"RR057i_00114_M19_S301",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",8799525.55867057,100,100,446.040842492785,13626,1,13428,99.9849,29411.8,303.836,NA,NA,100,442.800123029495,13527,1,13428,99.9558,4366.17,307.594,NA,NA,"",13630,11.0588426650425,2.5626229407182e-112
"RR057i_00114_M19_S301",694009,1,694002,"Severe acute respiratory syndrome-related coronavirus","","viruses",6157.36698025047,100,100,0.130938160132918,4,NA,NA,98.3,120,67.1024,NA,NA,100,0.491018100498442,15,NA,NA,59.6978,27.9,122.859,NA,NA,"",13630,0,0
"RR057i_00114_M19_S301",1761477,1,12234,"Tomato brown rugose fruit virus","","viruses",124.954948696962,100,100,0.196407240199377,6,NA,NA,99.4,144.667,85.5478,NA,NA,100,0.294610860299065,9,NA,NA,79.6158,32,170.688,NA,NA,"",12,0,0
"RR057i_00114_M19_S301",12241,1,12234,"Tobacco mild green mosaic virus","","viruses",64.263881492357,100,100,0.130938160132918,4,NA,NA,95.689,185.5,86.4609,NA,NA,100,0.130938160132918,4,NA,NA,95.421,61,170.37,NA,NA,"",12,0,0
"RR057i_00114_M19_S301",12242,1,12234,"Tobacco mosaic virus","","viruses",32.1319407461785,100,100,0.065469080066459,2,NA,NA,95.2,145.5,77.6549,NA,NA,100,0.065469080066459,2,NA,NA,98.95,48,307.653,NA,NA,"",12,0,0
"RR057i_00114_M19_S301",129951,1,10509,"Human mastadenovirus C","","viruses",67.8314633226351,8.96061221778965,7.153348870102,0.589221720598131,18,1,8,99.75,207.286,112.897,0.0171119,0.0799779,8.96061221778965,0.523752640531672,16,1,8,99.6769,68.6154,196.144,0.0114153,0.0571766,"",18,377.7898178498,0.576502030757626
"RR057i_00114_M19_S301",2079432,1,2079432,"Lactobacillus phage Nyseid","","viruses",1.622413418477,100,100,0.065469080066459,2,NA,NA,99.65,146,86.9156,NA,NA,100,0.0327345400332295,1,NA,NA,100,48,307.653,NA,NA,"",2,0,0
"RR057i_00115_C21_S323",129951,1,10509,"Human mastadenovirus C","","viruses",599.84901419423,18.6562015565598,14.7639780478079,1.19790385990978,30,1,7,99.86,170.2,95.2847,0.0171119,0.0799779,18.6562015565598,1.0781134739188,27,1,7,99.5389,54.3889,228.509,0.0114153,0.0571766,"",30,443.930982589034,0.546478858297443
"RR057i_00116_E21_S325",2500169,1,2500169,"Salmonella phage Munch","","viruses",573471.945770236,100,100,11.8020644460159,98,2,18,89.5576,145.596,45.2776,NA,NA,100,46.1243947226948,383,19,173,81.4324,57.4132,161.996,NA,NA,"",98,0,0
"RR057i_00116_E21_S325",2575254,1,2575254,"Salmonella phage 7t3","","viruses",166914.911450796,100,100,12.4042105912208,103,6,48,89.9219,165.781,56.3331,NA,NA,100,4.45588147451621,37,NA,NA,78.0176,45.381,251.603,NA,NA,"",103,0,0
"RR057i_00116_E21_S325",407392,1,407392,"Thermus phage phiYS40","","viruses",4768.99747002276,100,100,0.240858458081957,2,NA,NA,96,130,69.8182,NA,NA,100,0.240858458081957,2,NA,NA,91.65,48,307.653,NA,NA,"",2,0,0
"RR057i_00116_E21_S325",129951,1,10509,"Human mastadenovirus C","","viruses",126566.902207891,99,99,7.94832911670459,66,1,8,99.9079,163.368,92.7105,0.0171119,0.0799779,99,5.78060299396698,48,2,14,93.1161,50.9655,193.604,0.0114153,0.0571766,"",66,1285.03679700075,0.572048274986956
"RR057i_00116_E21_S325",1732176,1,1732176,"Hydrogenobaculum phage 1","","viruses",31.3356558271056,100,100,0.240858458081957,2,NA,NA,97.2,143,80.0654,NA,NA,100,0.240858458081957,2,NA,NA,97.85,47,307.653,NA,NA,"",2,0,0
"RR057i_00116_E21_S325",12242,1,12234,"Tobacco mosaic virus","","viruses",1663.34210505948,100,100,1.20429229040979,10,NA,NA,99.299,228,112.446,NA,NA,100,1.20429229040979,10,NA,NA,98.182,62.5,36.0687,NA,NA,"",10,0,0
"RR057i_00116_E21_S325",2686216,1,1982251,"Cutibacterium phage P104B","","viruses",185.457873537115,100,100,0.240858458081957,2,NA,NA,95.9,146,79.3665,NA,NA,100,0.240858458081957,2,NA,NA,95.8,48,307.653,NA,NA,"",6,0,0
"RR057i_00117_G21_S327",198112,1,232799,"Deformed wing virus","","viruses",4168.98045081687,100,100,0.0833796090163374,2,NA,NA,98.785,247,120.64,NA,NA,100,0.33351843606535,8,NA,NA,60.3173,50.3333,19.2503,NA,NA,"",2,0,0
"RR057i_00117_G21_S327",1136535,1,1720323,"Burkholderia virus DC1","","viruses",866.769025362949,100,100,0.250138827049012,6,NA,NA,91.6,70.75,28.051,NA,NA,100,0.0833796090163374,2,NA,NA,88.55,48,307.653,NA,NA,"",6,0,0
"RR057i_00117_G21_S327",2500169,1,2500169,"Salmonella phage Munch","","viruses",1408.63592447978,100,100,0.667036872130699,16,NA,NA,91.8749,85.1818,29.9741,NA,NA,100,0.95886550368788,23,NA,NA,82.3947,49.85,222.329,NA,NA,"",16,0,0
"RR057i_00117_G21_S327",129951,1,10509,"Human mastadenovirus C","","viruses",683.476389460063,19.4871577134799,15.4240388312904,1.25069413524506,30,1,10,99.8409,194.864,107.12,0.0171119,0.0799779,19.4871577134799,1.12562472172055,27,1,10,99.6684,65.3684,205.863,0.0114153,0.0571766,"",30,380.780044946709,0.532130007235745
"RR057i_00117_G21_S327",1982263,1,1982251,"Propionibacterium virus P1001","","viruses",234.244630786244,100,100,0.250138827049012,6,NA,NA,99.7667,193,103.896,NA,NA,100,0.0833796090163374,2,NA,NA,100,48,307.653,NA,NA,"",36,0,0
"RR057i_00117_G21_S327",1982276,1,1982251,"Propionibacterium virus PHL041M10","","viruses",151.725610295286,100,100,0.125069413524506,3,NA,NA,95.2,146,78,NA,NA,100,0.0833796090163374,2,NA,NA,100,48,307.653,NA,NA,"",36,0,0
"RR057i_00117_G21_S327",1982283,1,1982251,"Propionibacterium virus PHL095N00","","viruses",65.8425227568525,59.8430419724269,59.8430419724269,0.166759218032675,4,NA,NA,100,138,82.1399,0.000282458,0.00278189,-100,0,0,NA,NA,0,0,0,0.00250714,0.0246924,"",36,0,0
"RR057i_00117_G21_S327",1982285,1,1982251,"Propionibacterium virus PHL112N00","","viruses",55.0126803273051,100,100,0.0833796090163374,2,NA,NA,98.3,146,84.1713,NA,NA,-100,0,0,NA,NA,0,0,0,0.00195601,0.0192645,"",36,0,0
"RR057i_00117_G21_S327",12242,1,12234,"Tobacco mosaic virus","","viruses",90.0297246776903,100,100,0.250138827049012,6,NA,NA,96.2915,206.5,96.9557,NA,NA,100,0.250138827049012,6,NA,NA,100,68.5,182.063,NA,NA,"",8,0,0
"RR057i_00117_G21_S327",12241,1,12234,"Tobacco mild green mosaic virus","","viruses",30.0099082258968,100,100,0.0833796090163374,2,NA,NA,98.3,146,84.1713,NA,NA,100,0.0833796090163374,2,NA,NA,96.85,48,307.653,NA,NA,"",8,0,0
"RR057i_00117_G21_S327",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",6.22412274282738,100,100,0.166759218032675,4,NA,NA,99.825,146,87.2588,NA,NA,100,0.208449022540843,5,NA,NA,76.3636,37.6,184.299,NA,NA,"",4,11.1463740103436,0.353231378412523
"RR057i_00117_G21_S327",573591,1,573591,"Stenotrophomonas phage S1","","viruses",0.01525539946468,0.510229719339496,0.510229719339496,0.166759218032675,4,NA,NA,90.75,145,68.3891,0.0442699,0.240067,-100,0,0,NA,NA,0,0,0,0.00243089,0.021514,"",4,0,0
"RR057i_00118_I21_S329",129951,1,10509,"Human mastadenovirus C","","viruses",21992.4641166592,56.1552090884281,56.1552090884281,4.50828759695339,76,2,47,99.8888,426.92,208.092,0.0171119,0.0799779,54.7867852082592,3.14393740313855,53,1,38,99.8121,99.8056,148.082,0.0114153,0.0571766,"",76,883.706477795324,0.52488893456751
"RR057i_00118_I21_S329",1985738,1,110456,"Escherichia virus T7","","viruses",14.7659960676944,100,8.86956031095438,0.118639147288247,2,NA,NA,100,146,87.6021,0.00134276,0.0132246,100,0.0593195736441236,1,NA,NA,100,48,307.653,NA,NA,"",2,0.0339854277907375,0.000284492430101181
"RR057i_00118_I21_S329",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",0.959097625594733,100,100,0.118639147288247,2,NA,NA,99.65,146,86.9156,NA,NA,100,0.118639147288247,2,NA,NA,98.95,48,307.653,NA,NA,"",2,25.8682749991498,0.510138915620977
"RR057i_00118_I21_S329",12239,1,12234,"Pepper mild mottle virus","","viruses",0.9108439172598,1.69268404773297,1.39364941917826,0.237278294576494,4,NA,NA,99.7805,248,125.185,0.0161131,0.158695,1.69268404773297,0.237278294576494,4,NA,NA,98.78,82.5,45.019,0.0134276,0.132246,"",4,0,0
"RR057i_00119_K21_S331",162145,1,162387,"Human metapneumovirus","","viruses",1143.10640537388,100,100,0.057155320268694,2,NA,NA,99.3,146,86.2291,NA,NA,100,0.057155320268694,2,NA,NA,100,48,307.653,NA,NA,"",2,0,0
"RR057i_00119_K21_S331",10665,1,10663,"Escherichia virus T4","","viruses",296.941385096466,100,100,0.028577660134347,1,NA,NA,100,146,87.6021,NA,NA,100,0.028577660134347,1,NA,NA,100,48,307.653,NA,NA,"",1,3.43860537978268,0.338887175258365
"RR057i_00119_K21_S331",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",3.61414225964041,100,100,0.114310640537388,4,NA,NA,99.8,134.25,79.2316,NA,NA,100,0.171465960806082,6,1,4,73.9133,29.3333,102.719,NA,NA,"",4,2.28948089018292,0.152921085416839
"RR057i_00120_M21_S333",2100421,1,2100421,"uncultured Caudovirales phage","","viruses",568953.511104486,100,100,37.9449699843059,206,14,122,89.8596,281.192,116.329,NA,NA,100,19.5250816424099,106,9,74,95.1401,88.9255,125.377,NA,NA,"",206,0.00328710740653508,0
"RR057i_00120_M21_S333",2548108,1,2548108,"Streptococcus phage Javan326","","viruses",20059.2584043248,100,100,1.84198883418961,10,1,6,89.328,124.75,46.5819,NA,NA,100,0.184198883418961,1,NA,NA,89.6,48,307.653,NA,NA,"",10,0,0
"RR057i_00120_M21_S333",2548128,1,2548128,"Streptococcus phage Javan367","","viruses",286395.975659419,100,100,16.5778995077065,90,7,65,91.9179,381.753,149.543,NA,NA,100,12.8939218393273,70,5,60,96.3423,113.156,107.327,NA,NA,"",90,0,0
"RR057i_00120_M21_S333",2548134,1,2548134,"Streptococcus phage Javan374","","viruses",109537.627032595,100,100,10.8677341217187,59,5,35,91.4387,251.843,111.135,NA,NA,100,0.552596650256883,3,NA,NA,93.5333,41.6667,307.653,NA,NA,"",59,0,0
"RR057i_00120_M21_S333",2548102,1,2548102,"Streptococcus phage Javan310","","viruses",90911.7168085943,100,100,6.44696091966363,35,1,6,92.2697,186.742,76.2629,NA,NA,100,2.94718213470337,16,2,10,76.6901,63.1875,127.801,NA,NA,"",35,0,0
"RR057i_00120_M21_S333",1916156,1,1916156,"Streptococcus phage IPP16","","viruses",71151.0726085036,100,100,5.52596650256883,30,2,20,90.6476,273.519,94.1247,NA,NA,100,1.84198883418961,10,1,10,95.349,129,85.2676,NA,NA,"",30,0,0
"RR057i_00120_M21_S333",2548082,1,2548082,"Streptococcus phage Javan266","","viruses",60030.4904108768,100,100,6.07856315282571,33,1,4,92.5995,124,52.1246,NA,NA,100,0.184198883418961,1,NA,NA,93,43,307.653,NA,NA,"",33,0,0
"RR057i_00120_M21_S333",2548131,1,2548131,"Streptococcus phage Javan370","","viruses",47683.5676758706,100,100,4.78917096889298,26,1,4,93.3232,181.75,98.6279,NA,NA,100,0.184198883418961,1,NA,NA,100,35,307.653,NA,NA,"",26,0,0
"RR057i_00120_M21_S333",2099653,1,2099653,"Actinomyces phage xhp1","","viruses",40628.1832558671,100,100,4.05237543521714,22,1,14,86.0559,426.333,114.54,NA,NA,100,0.184198883418961,1,NA,NA,87.5,48,307.653,NA,NA,"",22,0,0
"RR057i_00120_M21_S333",157924,1,157924,"Streptococcus phage SM1","","viruses",21225.8761008574,100,100,2.02618771760857,11,NA,NA,95.5261,156.667,71.1226,NA,NA,100,0.184198883418961,1,NA,NA,100,48,307.653,NA,NA,"",11,0,0
"RR057i_00120_M21_S333",1566990,1,1566990,"Streptococcus phage SpSL1","","viruses",8878.95336585124,100,100,0.736795533675843,4,NA,NA,95.9045,185.5,88.8135,NA,NA,100,0.184198883418961,1,NA,NA,100,44,307.653,NA,NA,"",4,0,0
"RR057i_00120_M21_S333",2548249,1,1623304,"Streptococcus phage Javan536","","viruses",108677.341217187,100,100,10.6835352382997,58,5,34,91.8835,227,87.7688,NA,NA,100,0.184198883418961,1,NA,NA,97.9,48,307.653,NA,NA,"",158,0,0
"RR057i_00120_M21_S333",1051631,1,1623304,"Streptococcus phage YMC-2011","","viruses",86573.4752069116,100,100,6.81535868650155,37,3,14,91.7055,213.086,81.8354,NA,NA,100,1.84198883418961,10,1,6,97.8813,47.3333,120.591,NA,NA,"",158,0,0
"RR057i_00120_M21_S333",2419650,1,1623304,"Streptococcus phage SW30","","viruses",62627.6203624467,100,100,6.07856315282571,33,3,26,87.3904,241.889,71.8173,NA,NA,100,0.184198883418961,1,NA,NA,100,48,307.653,NA,NA,"",158,0,0
"RR057i_00120_M21_S333",2365045,1,1623304,"Streptococcus phage CHPC879","","viruses",29471.8213470337,100,100,1.10519330051377,6,1,4,92.4664,171,64.4475,NA,NA,100,1.84198883418961,10,2,8,63.8391,49.1111,48.5234,NA,NA,"",158,0,0
"RR057i_00120_M21_S333",2419655,1,1623304,"Streptococcus phage SW6","","viruses",27629.8325128441,100,100,1.28939218393273,7,NA,NA,89.1429,133.286,58.9243,NA,NA,100,1.47359106735169,8,1,6,95.8833,67.6667,135.559,NA,NA,"",158,0,0
"RR057i_00120_M21_S333",2069609,1,1623304,"Streptococcus phage vB_SthS_VA460","","viruses",7367.95533675843,100,100,0.368397766837922,2,NA,NA,96,100,50.7212,NA,NA,100,0.368397766837922,2,NA,NA,59.649,57,18.5817,NA,NA,"",158,0,0
"RR057i_00120_M21_S333",12402,1,12402,"Streptococcus phage EJ-1","","viruses",18404.0493082833,100,100,1.84198883418961,10,NA,NA,97.5748,172.8,87.5251,NA,NA,100,0.736795533675843,4,NA,NA,67.0215,47,13.5779,NA,NA,"",10,0,0
"RR057i_00121_D03_S36",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",3458.07327963319,100,100,3.86105172203923,114,3,18,99.7325,217.427,125.703,NA,NA,100,3.21754310169936,95,2,13,99.5299,72.7473,183.827,NA,NA,"",114,1.29551152496946,1.05640930247157e-09
"RR057i_00121_D03_S36",1417599,1,1417599,"Ralstonia phage RSK1","","viruses",0.00456398495367684,1.4990546367967,1.4990546367967,0.0677377495094602,2,NA,NA,97.05,113.5,60.6111,0.00632313,0.0409689,-100,0,0,NA,NA,0,0,0,0.0224953,0.11187,"",2,0,0
"RR057i_00122_F03_S38",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",524936085.913569,100,100,26528.3734841816,429777,2,428594,99.9637,29795.3,306.874,NA,NA,100,26495.4735777951,429244,2,428594,99.9492,4393.52,307.628,NA,NA,"",429790,9.30413295140417,0
"RR057i_00122_F03_S38",694009,1,694002,"Severe acute respiratory syndrome-related coronavirus","","viruses",86774.2746681708,100,100,0.802436741134031,13,NA,NA,98.98,99.6,54.298,NA,NA,100,7.96264150817615,129,1,16,89.022,31.9697,270.393,NA,NA,"",429790,0,0
"RR057i_00122_F03_S38",2500169,1,2500169,"Salmonella phage Munch","","viruses",967.651814358918,100,100,0.246903612656625,4,NA,NA,91.6667,100.333,44.5518,NA,NA,100,1.35796986961144,22,NA,NA,86.4556,45.5556,307.653,NA,NA,"",4,0,0
"RR057i_00122_F03_S38",2575254,1,2575254,"Salmonella phage 7t3","","viruses",368.292428298495,100,100,0.123451806328312,2,NA,NA,89.8,88,35.6778,NA,NA,100,0.49380722531325,8,NA,NA,87.014,73.5,37.4861,NA,NA,"",2,0,0
"RR057i_00123_H03_S40",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",373.092202249966,100,100,1.12285210776183,34,NA,NA,99.8055,175.125,96.9672,NA,NA,100,1.18890223174782,36,NA,NA,90.4539,59.5,186.334,NA,NA,"",34,6.11538905576417,0.0435574101408113
"RR057i_00123_H03_S40",2500169,1,2500169,"Salmonella phage Munch","","viruses",91.9854402466918,100,100,0.13210024797198,4,NA,NA,90.8,73.5,27.8952,NA,NA,100,0.462350867901932,14,1,6,85.388,66.6667,131.851,NA,NA,"",4,0,0
"RR057i_00123_H03_S40",129951,1,10509,"Human mastadenovirus C","","viruses",43.7599255219602,7.88671533287974,5.97995233551927,0.495375929894927,15,1,4,99.8422,188.308,104.441,0.0171119,0.0799779,7.88671533287974,0.462350867901932,14,2,8,99.825,62,228.459,0.0114153,0.0571766,"",15,208.912612959118,0.539050810617322
"RR057i_00131_L05_S76",112229,1,12176,"Pepino mosaic virus","","viruses",271.27485258256,100,100,0.554956326047053,10,NA,NA,99.1125,139.25,81.4481,NA,NA,100,0.443965060837642,8,NA,NA,100,47.3333,307.653,NA,NA,"",10,0,0
"RR057i_00131_L05_S76",1982301,1,1982251,"Propionibacterium virus PHL301M00","","viruses",131.334245779879,100,67.3226773018132,0.332973795628232,6,NA,NA,98.3,146,84.1734,0.000501427,0.00493849,100,0.332973795628232,6,NA,NA,100,48,307.653,NA,NA,"",8,0,0
"RR057i_00131_L05_S76",1761477,1,12234,"Tomato brown rugose fruit virus","","viruses",98.3085305304453,100,100,0.332973795628232,6,NA,NA,100,193,104.812,NA,NA,100,0.221982530418821,4,NA,NA,100,41,22.4179,NA,NA,"",6,0,0
"RR057i_00131_L05_S76",129951,1,10509,"Human mastadenovirus C","","viruses",2.46006813929832,2.71215143632388,2.56159051961631,0.221982530418821,4,NA,NA,99.65,133.75,78.5532,0.0171119,0.0799779,2.71215143632388,0.166486897814116,3,NA,NA,98.6,37.3333,307.653,0.0114153,0.0571766,"",4,129.558808165393,0.603707479596048
"RR057i_00132_N05_S78",2560691,1,2560235,"Pseudomonas virus tabernarius","","viruses",3903.74306500045,100,100,0.195187153250022,6,1,6,96.748,246,112.012,NA,NA,100,0.195187153250022,6,1,6,96.341,82,55.8508,NA,NA,"",6,0,0
"RR057i_00132_N05_S78",162145,1,162387,"Human metapneumovirus","","viruses",3253.1192208337,100,100,0.0650623844166741,2,NA,NA,99.65,146,86.9156,NA,NA,100,0.260249537666696,8,1,6,46,49.5,76.5146,NA,NA,"",2,0,0
"RR057i_00132_N05_S78",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",189.506424804003,100,100,0.845810997416763,26,NA,NA,99.4318,145.636,83.7563,NA,NA,100,0.780748613000089,24,NA,NA,99.01,47.6,282.028,NA,NA,"",26,6.98478900525252,0.0775407941847274
"RR057i_00132_N05_S78",2500169,1,2500169,"Salmonella phage Munch","","viruses",73.8138261662169,100,100,0.162655961041685,5,NA,NA,90.16,102.6,43.7153,NA,NA,100,0.32531192208337,10,NA,NA,80.4798,54,239.384,NA,NA,"",5,0,0
"RR057i_00132_N05_S78",129951,1,10509,"Human mastadenovirus C","","viruses",2.16416608680871,3.04006028748812,3.04006028748812,0.260249537666696,8,1,6,99.9125,289,152.832,0.0171119,0.0799779,0.938269928898782,0.0650623844166741,2,NA,NA,100,42,307.653,0.0114153,0.0571766,"",8,238.61286808564,0.602593257170632
"RR057i_00133_D07_S100",2697049,1,694002,"Wuhan seafood market pneumonia virus","","viruses",7650417777.22138,100,100,432475.955625879,4545081,822,1305643,99.6892,254.294,130.937,NA,NA,100,340293.516820724,3576295,563,1136543,99.2648,77.6528,243.393,NA,NA,"",4545526,6.14277560979468,0
"RR057i_00133_D07_S100",694009,1,694002,"Severe acute respiratory syndrome-related coronavirus","","viruses",685727734.705093,100,100,41.5816555543255,437,2,15,96.0991,132.408,70.1787,NA,NA,100,69223.8460924348,727504,139,60556,99.1524,48.176,282.527,NA,NA,"",4545526,0,0
"RR057i_00133_D07_S100",2591235,1,694002,"Coronavirus BtRs-BetaCoV/YN2018B","","viruses",50868.5424698911,100,100,0.380610119490394,4,NA,NA,91.1,146,69.7696,NA,NA,100,4.75762649362992,50,5,38,96.2646,36.2571,43.4299,NA,NA,"",4545526,0,0
